ID,NAME,WEBSITE
0014100000MUZwqAAH,"Medtronic, Inc.",medtronic.com
0014100000MUZwrAAH,The AES Corporation,aes.com
0014100000MUZwsAAH,Murphy USA Inc.,corporate.murphyusa.com
0014100000MUZwtAAH,Bristol-Myers Squibb Company,bms.com
0014100000MUZwuAAH,Lear Corporation,lear.com
0014100000MUZwvAAH,"The Gap, Inc.",gapinc.com
0014100000MUZwwAAH,Apache Corporation,apachecorp.com
0014100000MUZwxAAH,eBay Inc.,ebayinc.com
0014100000MUZwyAAH,The Bank of New York Mellon Corporation,bnymellon.com
0014100000MUZwzAAH,CBS Corporation,cbscorporation.com
0014100000MUZx0AAH,PG&amp;E Corporation,pge.com
0014100000MUZx1AAH,"ConAgra Foods, Inc.",conagrafoods.com
0014100000MUZx2AAH,Computer Sciences Corporation,csc.com
0014100000MUZx3AAH,"American Electric Power Company, Inc.",aep.com
0014100000MUZx4AAH,Western Digital Corporation,westerndigital.com
0014100000MUZx5AAH,Marathon Oil Corporation,marathonoil.com
0014100000MUZx6AAH,Baxter International Inc.,baxter.com
0014100000MUZx7AAH,"PPG Industries, Inc.",ppg.com
0014100000MUZx8AAH,"NextEra Energy, Inc.",nexteraenergy.com
0014100000MUa1iAAD,Owens Corning,owenscorning.com
0014100000MUa1jAAD,Realogy Holdings Corp.,realogy.com
0014100000MUa1kAAD,"Host Hotels &amp; Resorts, Inc.",hosthotels.com
0014100000MUa1lAAD,MRC Global Inc.,mrcglobal.com
0014100000MUa1mAAD,"Simon Property Group, Inc.",simon.com
0014100000MUa1nAAD,Tractor Supply Company,tractorsupply.com
0014100000MUa1oAAD,"Gannett Co., Inc.",gannett.com
0014100000MUa1pAAD,"Alaska Air Group, Inc.",alaskaair.com
0014100000MUa1qAAD,"Insight Enterprises, Inc.",insight.com
0014100000MUa1rAAD,"McGraw Hill Financial, Inc.",mhfi.com
0014100000MUa1sAAD,"Buckeye Partners, L.P.",buckeye.com
0014100000MUa1tAAD,Quintiles Transnational Holdings Inc.,quintiles.com
0014100000MUa1uAAD,"American Financial Group, Inc.",afginc.com
0014100000MUa1vAAD,United Stationers Inc.,unitedstationers.com
0014100000MUa1wAAD,"Coach, Inc.",coach.com
0014100000MUa1xAAD,LKQ Corporation,lkqcorp.com
0014100000MUa1yAAD,"Noble Energy, Inc.",nobleenergyinc.com
0014100000MUa1zAAD,"Bemis Company, Inc.",bemis.com
0014100000MUa20AAD,Joy Global Inc.,joyglobal.com
0014100000MUa21AAD,Wyndham Worldwide Corporation,wyndhamworldwide.com
0014100000MUa22AAD,"NII Holdings, Inc.",nii.com
0014100000MUa23AAD,"Lorillard, Inc.",lorillard.com
0014100000MUa24AAD,Alleghany Corporation,alleghany.com
0014100000MUa25AAD,"Airgas, Inc.",airgas.com
0014100000MUZx9AAH,"Community Health Systems, Inc.",chs.net
0014100000MUZxAAAX,Loews Corporation,loews.com
0014100000MUZxBAAX,"Penske Automotive Group, Inc.",penskeautomotive.com
0014100000MUZxCAAX,FirstEnergy Corp.,firstenergycorp.com
0014100000MUZxDAAX,Starbucks Corporation,starbucks.com
0014100000MUZxEAAX,Monsanto Company,monsanto.com
0014100000MUZxFAAX,Kellogg Company,kelloggcompany.com
0014100000MUZxGAAX,"Land O'Lakes, Inc.",landolakesinc.com
0014100000MUZxHAAX,"ONEOK, Inc.",oneok.com
0014100000MUZxIAAX,Omnicom Group Inc.,omnicomgroup.com
0014100000MUZxJAAX,Anadarko Petroleum Corporation,anadarko.com
0014100000MUZxKAAX,"EOG Resources, Inc.",eogresources.com
0014100000MUZxLAAX,DISH Network Corporation,dish.com
0014100000MUZxMAAX,Genuine Parts Company,genpt.com
0014100000MUZxNAAX,"Kinder Morgan, Inc.",kindermorgan.com
0014100000MUZxOAAX,"Waste Management, Inc.",wm.com
0014100000MUZxPAAX,The Chubb Corporation,chubb.com
0014100000MUZxQAAX,Aramark Holdings Corporation,aramark.com
0014100000MUZxRAAX,Viacom Inc.,viacom.com
0014100000MUZxSAAX,Las Vegas Sands Corp.,sands.com
0014100000MUZxTAAX,"Dominion Resources, Inc.",dom.com
0014100000MUZxUAAX,Ecolab Inc.,ecolab.com
0014100000MUZxVAAX,"Smithfield Foods, Inc.",smithfieldfoods.com
0014100000MUZxWAAX,Thermo Fisher Scientific Inc.,thermofisher.com
0014100000MUa26AAD,First American Financial Corporation,firstam.com
0014100000MUa27AAD,"United Rentals, Inc.",ur.com
